Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-09-16,Transaction at Ola,3874.79,Transport,Cash,Houston,Current,Debit,ATM,INR,Restaurant,No,Tuesday,September,Evening
2025-02-05,Transaction at Disney+,1864.72,Entertainment,UPI,Los Angeles,Current,Credit,Desktop,INR,Retail,Yes,Wednesday,February,Morning
2025-06-13,Transaction at Nike,1137.06,Clothing,Debit Card,Houston,Credit Card,Debit,Mobile,INR,Online Store,No,Friday,June,Evening
2025-05-13,Transaction at Walmart,1952.99,Grocery,Net Banking,Boston,Savings,Credit,Mobile,INR,Subscription,Yes,Tuesday,May,Night
2025-11-11,Transaction at Target,3015.5,Grocery,Credit Card,Houston,Credit Card,Debit,ATM,INR,Restaurant,Yes,Tuesday,November,Afternoon
2025-07-10,Transaction at Adidas,1596.07,Clothing,UPI,Boston,Salary,Credit,POS Terminal,INR,Online Store,No,Thursday,July,Evening
2025-12-18,Transaction at Starbucks,4733.27,Food,UPI,Los Angeles,Salary,Credit,Desktop,INR,Retail,Yes,Thursday,December,Night
2025-07-07,Transaction at Metro,1763.71,Transport,UPI,San Francisco,Savings,Credit,ATM,INR,Subscription,Yes,Monday,July,Afternoon
2025-04-05,Transaction at Uber,4833.4,Transport,Cash,San Francisco,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,April,Morning
2025-10-23,Transaction at YouTube Premium,2745.2,Entertainment,UPI,Boston,Savings,Debit,Mobile,INR,Service,Yes,Thursday,October,Evening
2025-09-07,Transaction at Walmart,1685.31,Grocery,Net Banking,Los Angeles,Credit Card,Debit,ATM,INR,Service,No,Sunday,September,Night
2025-09-16,Transaction at Apple,1954.0,Electronics,Credit Card,San Francisco,Credit Card,Credit,Desktop,INR,Retail,No,Tuesday,September,Evening
2025-08-16,Transaction at Nike,2163.57,Clothing,Cash,Los Angeles,Salary,Credit,Desktop,INR,Restaurant,Yes,Saturday,August,Morning
2025-04-18,Transaction at Nike,3475.77,Clothing,Cash,Chicago,Current,Debit,ATM,INR,Retail,No,Friday,April,Afternoon
2025-10-19,Transaction at Levis,1464.21,Clothing,Debit Card,Boston,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Sunday,October,Evening
2025-01-19,Transaction at Samsung,29.04,Electronics,Cash,Los Angeles,Current,Credit,Desktop,INR,Restaurant,No,Sunday,January,Night
2025-10-14,Transaction at Apple,1646.4,Electronics,Cash,Boston,Savings,Credit,Desktop,INR,Online Store,No,Tuesday,October,Afternoon
2025-10-04,Transaction at Adidas,33.65,Clothing,Net Banking,Chicago,Current,Credit,Mobile,INR,Restaurant,Yes,Saturday,October,Evening
2025-07-26,Transaction at Walmart,840.98,Grocery,Debit Card,Chicago,Credit Card,Debit,ATM,INR,Online Store,No,Saturday,July,Night
2025-11-02,Transaction at Netflix,4665.9,Entertainment,Net Banking,Chicago,Salary,Debit,Desktop,INR,Restaurant,No,Sunday,November,Afternoon
2025-01-29,Transaction at Disney+,1085.69,Entertainment,Cash,Houston,Credit Card,Credit,Mobile,INR,Service,No,Wednesday,January,Evening
2025-12-21,Transaction at BigBazaar,2993.0,Grocery,Debit Card,Chicago,Savings,Credit,Desktop,INR,Online Store,Yes,Sunday,December,Afternoon
2025-05-24,Transaction at Tesco,2252.54,Grocery,UPI,Houston,Savings,Credit,ATM,INR,Online Store,No,Saturday,May,Afternoon
2025-07-08,Transaction at Nike,4852.49,Clothing,Net Banking,Chicago,Credit Card,Debit,Mobile,INR,Retail,Yes,Tuesday,July,Evening
2025-04-06,Transaction at BigBazaar,1427.25,Grocery,Net Banking,New York,Salary,Credit,POS Terminal,INR,Retail,Yes,Sunday,April,Morning
2025-08-27,Transaction at YouTube Premium,4643.0,Entertainment,Cash,Boston,Credit Card,Debit,ATM,INR,Online Store,Yes,Wednesday,August,Night
2025-02-24,Transaction at Netflix,4395.26,Entertainment,Credit Card,New York,Savings,Debit,Desktop,INR,Online Store,No,Monday,February,Morning
2025-06-28,Transaction at Apple,3153.88,Electronics,Credit Card,Boston,Salary,Debit,ATM,INR,Service,Yes,Saturday,June,Evening
2025-08-15,Transaction at Tesco,568.81,Grocery,Cash,San Francisco,Current,Debit,ATM,INR,Restaurant,No,Friday,August,Morning
2025-02-12,Transaction at KFC,3295.96,Food,Credit Card,Chicago,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Wednesday,February,Evening
2025-08-01,Transaction at Levis,3323.96,Clothing,Credit Card,San Francisco,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,August,Evening
2025-05-23,Transaction at Costco,3497.26,Grocery,Net Banking,San Francisco,Current,Debit,Desktop,INR,Online Store,Yes,Friday,May,Night
2025-08-04,Transaction at Tesco,3854.35,Grocery,UPI,Chicago,Salary,Debit,ATM,INR,Subscription,No,Monday,August,Morning
2025-06-13,Transaction at RedBus,2668.48,Transport,Net Banking,New York,Credit Card,Credit,Mobile,INR,Subscription,Yes,Friday,June,Afternoon
2025-12-07,Transaction at Dell,4051.52,Electronics,Debit Card,Chicago,Credit Card,Debit,ATM,INR,Subscription,Yes,Sunday,December,Evening
2025-08-22,Transaction at Zara,1906.5,Clothing,Credit Card,Los Angeles,Credit Card,Debit,ATM,INR,Retail,Yes,Friday,August,Afternoon
2025-03-17,Transaction at Walmart,2783.61,Grocery,Debit Card,Los Angeles,Savings,Credit,Desktop,INR,Online Store,No,Monday,March,Morning
2025-11-28,Transaction at RedBus,3778.53,Transport,UPI,Los Angeles,Credit Card,Debit,POS Terminal,INR,Subscription,No,Friday,November,Night
2025-08-08,Transaction at BigBazaar,2721.75,Grocery,Net Banking,Chicago,Credit Card,Debit,POS Terminal,INR,Online Store,No,Friday,August,Morning
2025-07-12,Transaction at Spotify,2333.57,Entertainment,Debit Card,Chicago,Salary,Debit,Desktop,INR,Online Store,Yes,Saturday,July,Evening
2025-10-23,Transaction at Metro,3527.44,Transport,Net Banking,Los Angeles,Current,Debit,POS Terminal,INR,Online Store,No,Thursday,October,Afternoon
2025-08-16,Transaction at Nike,421.5,Clothing,Cash,New York,Salary,Debit,ATM,INR,Online Store,Yes,Saturday,August,Night
2025-06-24,Transaction at Starbucks,3811.27,Food,Net Banking,Los Angeles,Current,Credit,Desktop,INR,Subscription,Yes,Tuesday,June,Evening
2025-12-21,Transaction at McDonalds,2016.57,Food,Cash,New York,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,December,Night
2025-06-06,Transaction at Target,3528.7,Grocery,Debit Card,Houston,Savings,Debit,Desktop,INR,Subscription,Yes,Friday,June,Evening
2025-11-05,Transaction at Adidas,2462.16,Clothing,Cash,New York,Current,Debit,ATM,INR,Service,Yes,Wednesday,November,Afternoon
2025-11-25,Transaction at H&M,1672.36,Clothing,Debit Card,Houston,Current,Debit,Desktop,INR,Service,No,Tuesday,November,Morning
2025-10-02,Transaction at Disney+,4945.01,Entertainment,Credit Card,Houston,Salary,Credit,Mobile,INR,Service,Yes,Thursday,October,Evening
2025-09-20,Transaction at Ola,4092.96,Transport,Net Banking,Chicago,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Saturday,September,Morning
2025-09-24,Transaction at YouTube Premium,304.73,Entertainment,Net Banking,New York,Salary,Debit,Mobile,INR,Online Store,Yes,Wednesday,September,Morning
2025-12-30,Transaction at Samsung,4741.0,Electronics,Debit Card,Houston,Credit Card,Debit,ATM,INR,Retail,Yes,Tuesday,December,Morning
2025-05-11,Transaction at Tesco,2656.29,Grocery,Cash,Houston,Current,Credit,Mobile,INR,Service,Yes,Sunday,May,Morning
2025-04-06,Transaction at Nike,992.26,Clothing,Cash,Houston,Salary,Credit,POS Terminal,INR,Subscription,Yes,Sunday,April,Afternoon
2025-10-28,Transaction at Lyft,2948.33,Transport,Cash,Boston,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,October,Morning
2025-09-11,Transaction at Dominos,1894.57,Food,Net Banking,Houston,Savings,Credit,POS Terminal,INR,Subscription,No,Thursday,September,Morning
2025-03-17,Transaction at BigBazaar,2613.17,Grocery,Net Banking,Los Angeles,Salary,Credit,Desktop,INR,Service,Yes,Monday,March,Evening
2025-10-07,Transaction at Ola,927.25,Transport,Credit Card,Houston,Salary,Credit,POS Terminal,INR,Subscription,Yes,Tuesday,October,Night
2025-04-29,Transaction at Amazon Prime,4056.2,Entertainment,Cash,Los Angeles,Savings,Debit,ATM,INR,Retail,No,Tuesday,April,Evening
2025-02-10,Transaction at HP,3236.15,Electronics,Net Banking,Los Angeles,Current,Debit,Desktop,INR,Retail,No,Monday,February,Afternoon
2025-05-28,Transaction at Target,2272.67,Grocery,Debit Card,Los Angeles,Current,Debit,Mobile,INR,Online Store,Yes,Wednesday,May,Morning
2025-07-24,Transaction at Sony,1198.07,Electronics,Debit Card,Houston,Salary,Debit,POS Terminal,INR,Service,No,Thursday,July,Morning
2025-03-23,Transaction at Disney+,1196.37,Entertainment,Credit Card,Los Angeles,Credit Card,Debit,ATM,INR,Restaurant,Yes,Sunday,March,Evening
2025-02-15,Transaction at Dominos,3370.24,Food,UPI,Houston,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,February,Night
2025-10-17,Transaction at Dell,1075.21,Electronics,Credit Card,Chicago,Current,Credit,Desktop,INR,Subscription,Yes,Friday,October,Afternoon
2025-01-19,Transaction at Lyft,2116.77,Transport,Debit Card,Boston,Current,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,January,Night
2025-04-01,Transaction at Samsung,1122.34,Electronics,Cash,Chicago,Salary,Credit,ATM,INR,Retail,Yes,Tuesday,April,Afternoon
2025-03-05,Transaction at Ola,4313.19,Transport,Credit Card,San Francisco,Credit Card,Credit,Mobile,INR,Service,No,Wednesday,March,Evening
2025-10-07,Transaction at Adidas,2686.41,Clothing,UPI,New York,Credit Card,Credit,ATM,INR,Service,No,Tuesday,October,Night
2025-07-08,Transaction at Metro,1941.83,Transport,Debit Card,Boston,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,July,Morning
2025-10-15,Transaction at Dell,4840.87,Electronics,Cash,Los Angeles,Current,Credit,Desktop,INR,Online Store,No,Wednesday,October,Morning
2025-07-18,Transaction at Amazon Prime,2985.54,Entertainment,Cash,Boston,Current,Debit,ATM,INR,Subscription,Yes,Friday,July,Morning
2025-12-03,Transaction at Metro,3648.43,Transport,Credit Card,Boston,Salary,Credit,ATM,INR,Service,Yes,Wednesday,December,Night
2025-11-05,Transaction at HP,1574.47,Electronics,Net Banking,Houston,Credit Card,Credit,ATM,INR,Retail,Yes,Wednesday,November,Evening
2025-04-12,Transaction at Starbucks,717.35,Food,Credit Card,San Francisco,Current,Credit,Desktop,INR,Online Store,Yes,Saturday,April,Night
2025-11-09,Transaction at Metro,2564.09,Transport,Cash,Los Angeles,Credit Card,Debit,Mobile,INR,Subscription,Yes,Sunday,November,Evening
2025-08-07,Transaction at Adidas,715.63,Clothing,Credit Card,Los Angeles,Savings,Credit,Desktop,INR,Restaurant,No,Thursday,August,Night
2025-07-08,Transaction at Uber,4058.83,Transport,Cash,New York,Savings,Credit,Desktop,INR,Subscription,No,Tuesday,July,Morning
2025-11-01,Transaction at Dominos,4466.81,Food,Cash,Houston,Savings,Debit,Desktop,INR,Subscription,No,Saturday,November,Afternoon
2025-07-14,Transaction at Apple,3123.44,Electronics,Net Banking,New York,Savings,Debit,Desktop,INR,Retail,No,Monday,July,Night
2025-12-07,Transaction at Uber,1411.43,Transport,Credit Card,Boston,Salary,Debit,ATM,INR,Restaurant,Yes,Sunday,December,Evening
2025-05-28,Transaction at McDonalds,779.19,Food,Credit Card,New York,Credit Card,Debit,ATM,INR,Service,No,Wednesday,May,Night
2025-03-18,Transaction at Dell,1052.04,Electronics,Cash,Boston,Credit Card,Credit,Mobile,INR,Retail,No,Tuesday,March,Evening
2025-02-18,Transaction at Dell,399.7,Electronics,Cash,Boston,Current,Debit,Desktop,INR,Retail,Yes,Tuesday,February,Evening
2025-06-03,Transaction at Dell,2454.3,Electronics,Credit Card,New York,Salary,Debit,ATM,INR,Service,Yes,Tuesday,June,Evening
2025-08-25,Transaction at Spotify,753.68,Entertainment,Cash,Los Angeles,Salary,Debit,POS Terminal,INR,Online Store,No,Monday,August,Afternoon
2025-01-19,Transaction at HP,2112.44,Electronics,Debit Card,Houston,Savings,Credit,POS Terminal,INR,Restaurant,Yes,Sunday,January,Evening
2025-12-14,Transaction at BigBazaar,1481.98,Grocery,Net Banking,Boston,Credit Card,Debit,Desktop,INR,Online Store,Yes,Sunday,December,Afternoon
2025-01-25,Transaction at McDonalds,4499.59,Food,Debit Card,Houston,Current,Debit,Mobile,INR,Restaurant,Yes,Saturday,January,Morning
2025-05-04,Transaction at Samsung,2101.25,Electronics,Credit Card,Los Angeles,Credit Card,Credit,POS Terminal,INR,Online Store,Yes,Sunday,May,Evening
2025-02-01,Transaction at Tesco,1374.16,Grocery,Cash,Los Angeles,Credit Card,Debit,Mobile,INR,Service,No,Saturday,February,Morning
2025-09-28,Transaction at Lyft,870.51,Transport,Net Banking,Houston,Current,Debit,ATM,INR,Retail,Yes,Sunday,September,Morning
2025-04-10,Transaction at Adidas,1014.16,Clothing,Credit Card,San Francisco,Current,Debit,Mobile,INR,Subscription,No,Thursday,April,Afternoon
2025-05-27,Transaction at Levis,2086.36,Clothing,UPI,Houston,Salary,Credit,ATM,INR,Subscription,No,Tuesday,May,Morning
2025-09-15,Transaction at McDonalds,2046.88,Food,Net Banking,Los Angeles,Current,Debit,POS Terminal,INR,Service,No,Monday,September,Afternoon
2025-05-07,Transaction at Netflix,4968.52,Entertainment,UPI,Los Angeles,Salary,Credit,Desktop,INR,Subscription,Yes,Wednesday,May,Night
2025-07-04,Transaction at Sony,420.63,Electronics,Debit Card,Los Angeles,Salary,Credit,ATM,INR,Retail,Yes,Friday,July,Night
2025-02-18,Transaction at H&M,1754.63,Clothing,Cash,San Francisco,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,February,Morning
2025-09-15,Transaction at BigBazaar,321.71,Grocery,Net Banking,New York,Credit Card,Credit,Desktop,INR,Subscription,Yes,Monday,September,Evening
2025-04-10,Transaction at Ola,3747.38,Transport,Cash,San Francisco,Current,Credit,ATM,INR,Retail,Yes,Thursday,April,Night
2025-11-19,Transaction at Apple,4906.84,Electronics,Credit Card,Chicago,Current,Credit,Desktop,INR,Service,No,Wednesday,November,Morning
2025-07-22,Transaction at YouTube Premium,1829.17,Entertainment,Net Banking,Chicago,Salary,Credit,POS Terminal,INR,Restaurant,No,Tuesday,July,Morning
2025-02-06,Transaction at Costco,1896.93,Grocery,Cash,New York,Salary,Credit,POS Terminal,INR,Service,No,Thursday,February,Morning
2025-10-31,Transaction at Samsung,3528.16,Electronics,Cash,Boston,Credit Card,Credit,Desktop,INR,Online Store,Yes,Friday,October,Morning
2025-11-02,Transaction at Starbucks,4073.76,Food,UPI,Los Angeles,Savings,Debit,Mobile,INR,Service,No,Sunday,November,Evening
2025-01-07,Transaction at Levis,4514.96,Clothing,Net Banking,Houston,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,January,Evening
2025-05-07,Transaction at Nike,2750.16,Clothing,Net Banking,New York,Savings,Debit,Desktop,INR,Online Store,Yes,Wednesday,May,Morning
2025-07-01,Transaction at Amazon Prime,2854.37,Entertainment,Credit Card,Los Angeles,Current,Credit,Mobile,INR,Online Store,No,Tuesday,July,Afternoon
2025-01-22,Transaction at Costco,3359.27,Grocery,Cash,Houston,Savings,Debit,POS Terminal,INR,Subscription,No,Wednesday,January,Morning
2025-01-10,Transaction at Amazon Prime,1283.26,Entertainment,Net Banking,Chicago,Credit Card,Debit,Mobile,INR,Service,No,Friday,January,Night
2025-09-25,Transaction at Uber,1290.52,Transport,Net Banking,San Francisco,Current,Debit,ATM,INR,Service,Yes,Thursday,September,Night
2025-10-12,Transaction at Tesco,2715.66,Grocery,Cash,Boston,Savings,Credit,POS Terminal,INR,Restaurant,Yes,Sunday,October,Afternoon
2025-10-20,Transaction at Walmart,4865.54,Grocery,Credit Card,Chicago,Salary,Credit,Mobile,INR,Restaurant,No,Monday,October,Afternoon
2025-08-23,Transaction at Zara,4957.89,Clothing,Net Banking,Boston,Savings,Credit,ATM,INR,Online Store,Yes,Saturday,August,Afternoon
2025-10-24,Transaction at Starbucks,2415.58,Food,Cash,New York,Salary,Credit,Mobile,INR,Restaurant,Yes,Friday,October,Evening
2025-06-04,Transaction at Netflix,4446.67,Entertainment,Credit Card,San Francisco,Credit Card,Debit,Desktop,INR,Retail,No,Wednesday,June,Afternoon
2025-05-01,Transaction at Subway,497.69,Food,Cash,Chicago,Current,Credit,Desktop,INR,Retail,Yes,Thursday,May,Morning
2025-01-17,Transaction at Target,118.81,Grocery,UPI,Los Angeles,Current,Credit,Desktop,INR,Restaurant,Yes,Friday,January,Evening
2025-10-19,Transaction at Dominos,4271.32,Food,Debit Card,Los Angeles,Current,Debit,POS Terminal,INR,Online Store,No,Sunday,October,Evening
2025-01-15,Transaction at Levis,2184.58,Clothing,UPI,New York,Current,Debit,ATM,INR,Online Store,Yes,Wednesday,January,Evening
2025-10-13,Transaction at Disney+,4159.88,Entertainment,Net Banking,Houston,Current,Debit,POS Terminal,INR,Service,No,Monday,October,Evening
2025-04-29,Transaction at McDonalds,4228.29,Food,UPI,San Francisco,Current,Credit,POS Terminal,INR,Subscription,No,Tuesday,April,Morning
2025-04-23,Transaction at Netflix,609.48,Entertainment,UPI,Boston,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,April,Night
2025-08-05,Transaction at Amazon Prime,1070.78,Entertainment,Debit Card,Los Angeles,Salary,Debit,Desktop,INR,Online Store,No,Tuesday,August,Morning
2025-05-02,Transaction at Adidas,4670.53,Clothing,Cash,San Francisco,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,May,Evening
2025-04-26,Transaction at Dell,1460.59,Electronics,Credit Card,New York,Salary,Credit,ATM,INR,Subscription,Yes,Saturday,April,Evening
2025-08-04,Transaction at Costco,3361.64,Grocery,Net Banking,Chicago,Savings,Credit,Desktop,INR,Online Store,No,Monday,August,Morning
2025-04-23,Transaction at Starbucks,2352.03,Food,Debit Card,Houston,Savings,Credit,Mobile,INR,Service,Yes,Wednesday,April,Evening
2025-08-20,Transaction at Apple,1601.2,Electronics,Debit Card,San Francisco,Current,Credit,Mobile,INR,Online Store,Yes,Wednesday,August,Night
2025-05-25,Transaction at RedBus,2441.48,Transport,Credit Card,New York,Salary,Credit,POS Terminal,INR,Retail,No,Sunday,May,Evening
2025-04-15,Transaction at Netflix,1442.27,Entertainment,Debit Card,Los Angeles,Salary,Credit,POS Terminal,INR,Service,Yes,Tuesday,April,Morning
2025-01-17,Transaction at Levis,2257.28,Clothing,Net Banking,Los Angeles,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Friday,January,Morning
2025-10-04,Transaction at BigBazaar,4193.91,Grocery,Debit Card,Houston,Credit Card,Debit,Mobile,INR,Subscription,No,Saturday,October,Morning
2025-01-04,Transaction at Costco,3758.53,Grocery,UPI,New York,Credit Card,Debit,Desktop,INR,Retail,No,Saturday,January,Morning
2025-05-22,Transaction at Uber,560.32,Transport,UPI,Chicago,Credit Card,Credit,POS Terminal,INR,Subscription,No,Thursday,May,Evening
2025-10-09,Transaction at KFC,4569.44,Food,Net Banking,San Francisco,Current,Credit,POS Terminal,INR,Subscription,Yes,Thursday,October,Evening
2025-03-01,Transaction at Sony,331.29,Electronics,Net Banking,Chicago,Current,Credit,Mobile,INR,Restaurant,Yes,Saturday,March,Afternoon
2025-01-31,Transaction at Dell,2840.75,Electronics,Net Banking,San Francisco,Current,Debit,Mobile,INR,Online Store,No,Friday,January,Evening
2025-03-28,Transaction at Lyft,4387.17,Transport,UPI,New York,Current,Credit,POS Terminal,INR,Restaurant,Yes,Friday,March,Night
2025-09-23,Transaction at HP,875.46,Electronics,Debit Card,New York,Savings,Debit,ATM,INR,Subscription,Yes,Tuesday,September,Evening
2025-10-16,Transaction at Starbucks,3130.6,Food,UPI,Boston,Salary,Debit,POS Terminal,INR,Online Store,Yes,Thursday,October,Morning
2025-10-20,Transaction at Uber,3727.08,Transport,UPI,Los Angeles,Salary,Credit,Desktop,INR,Service,Yes,Monday,October,Morning
2025-03-03,Transaction at Metro,4988.35,Transport,Debit Card,Houston,Savings,Credit,Mobile,INR,Subscription,No,Monday,March,Afternoon
2025-07-22,Transaction at KFC,3479.24,Food,Credit Card,Boston,Salary,Credit,POS Terminal,INR,Subscription,Yes,Tuesday,July,Afternoon
2025-08-13,Transaction at Apple,601.38,Electronics,Credit Card,Los Angeles,Salary,Debit,ATM,INR,Online Store,Yes,Wednesday,August,Afternoon
