Date,Description,Amount,Category,PaymentMethod,MerchantType,Month
10-06-2025,HP,3869.48,Electronics,Credit Card,Restaurant,June
12-07-2025,Tesco,3971.83,Grocery,Cash,Subscription,July
17-02-2025,KFC,3274.49,Food,Debit Card,Retail,February
11-11-2025,Disney+,1618.45,Entertainment,Net Banking,Online Store,November
22-05-2025,Amazon Prime,4508,Entertainment,UPI,Retail,May
30-07-2025,Starbucks,2764.65,Food,Credit Card,Subscription,July
01-09-2025,Subway,2841.35,Food,Net Banking,Retail,September
26-11-2025,KFC,2995.27,Food,Cash,Subscription,November
25-03-2025,Target,2388.35,Grocery,Net Banking,Retail,March
27-12-2025,Uber,2794.4,Transport,Credit Card,Subscription,December
04-06-2025,Zara,2732.74,Clothing,UPI,Retail,June
22-09-2025,Amazon Prime,1275.99,Entertainment,UPI,Online Store,September
21-11-2025,Dell,4742.94,Electronics,Net Banking,Service,November
16-03-2025,Starbucks,616.96,Food,UPI,Restaurant,March
27-11-2025,Apple,2431.16,Electronics,Debit Card,Retail,November
21-05-2025,Zara,2532.07,Clothing,Debit Card,Retail,May
04-04-2025,Netflix,1379.31,Entertainment,UPI,Subscription,April
06-08-2025,HP,157.65,Electronics,Cash,Restaurant,August
26-01-2025,YouTube Premium,1246.25,Entertainment,Cash,Restaurant,January
05-09-2025,HP,1042.46,Electronics,Net Banking,Restaurant,September
19-08-2025,Subway,1872.96,Food,Debit Card,Subscription,August
13-01-2025,Ola,4261.17,Transport,Debit Card,Restaurant,January
31-07-2025,Samsung,3714.48,Electronics,Cash,Subscription,July
23-10-2025,Disney+,1263.34,Entertainment,Net Banking,Online Store,October
09-02-2025,Metro,1911.77,Transport,Cash,Restaurant,February
25-03-2025,Disney+,2267.43,Entertainment,Debit Card,Service,March
14-12-2025,Costco,2240.81,Grocery,Credit Card,Retail,December
17-03-2025,Levis,4037.73,Clothing,Cash,Restaurant,March
05-01-2025,Subway,2789.46,Food,Cash,Online Store,January
13-07-2025,H&M,898.66,Clothing,Debit Card,Subscription,July
17-02-2025,Disney+,1324.83,Entertainment,UPI,Service,February
28-06-2025,Amazon Prime,1253.6,Entertainment,UPI,Restaurant,June
30-12-2025,Nike,1028.76,Clothing,Credit Card,Subscription,December
14-07-2025,Nike,3517,Clothing,Credit Card,Online Store,July
15-04-2025,Zara,2441.5,Clothing,Net Banking,Restaurant,April
14-06-2025,Uber,4037.82,Transport,UPI,Service,June
20-02-2025,Uber,1457.59,Transport,UPI,Subscription,February
20-12-2025,Subway,1420.52,Food,Cash,Retail,December
01-09-2025,Dominos,1037.62,Food,Cash,Service,September
14-10-2025,RedBus,3417.58,Transport,Cash,Service,October
12-03-2025,H&M,2778.37,Clothing,Debit Card,Restaurant,March
29-05-2025,Samsung,183.97,Electronics,Debit Card,Online Store,May
31-07-2025,Disney+,4275.06,Entertainment,Net Banking,Subscription,July
20-03-2025,Dominos,4157.89,Food,Net Banking,Restaurant,March
03-08-2025,Ola,4699.44,Transport,Credit Card,Subscription,August
09-11-2025,Samsung,3742.77,Electronics,Net Banking,Online Store,November
18-01-2025,Samsung,3986.87,Electronics,Net Banking,Service,January
27-12-2025,Target,4898.71,Grocery,Credit Card,Restaurant,December
24-11-2025,Uber,124.26,Transport,Credit Card,Restaurant,November
15-01-2025,Netflix,1931.27,Entertainment,UPI,Restaurant,January
14-09-2025,Metro,2478.4,Transport,Credit Card,Online Store,September
24-11-2025,BigBazaar,2329.64,Grocery,UPI,Subscription,November
14-08-2025,H&M,3729.05,Clothing,Cash,Retail,August
29-10-2025,Tesco,4606.86,Grocery,UPI,Online Store,October
02-12-2025,Walmart,2853.7,Grocery,Net Banking,Online Store,December
10-11-2025,Nike,3453.59,Clothing,Debit Card,Service,November
10-05-2025,BigBazaar,4354.19,Grocery,Net Banking,Subscription,May
25-04-2025,Metro,349.26,Transport,Cash,Service,April
22-04-2025,Adidas,4923.45,Clothing,UPI,Restaurant,April
20-08-2025,YouTube Premium,965.13,Entertainment,Cash,Online Store,August
02-12-2025,Netflix,2480.41,Entertainment,Debit Card,Subscription,December
01-05-2025,RedBus,2552.96,Transport,UPI,Service,May
02-12-2025,McDonalds,2284.39,Food,Cash,Retail,December
26-09-2025,Sony,2588.2,Electronics,Cash,Service,September
05-10-2025,Spotify,4003.43,Entertainment,Net Banking,Restaurant,October
16-02-2025,Disney+,175.55,Entertainment,Cash,Restaurant,February
06-09-2025,Nike,2415.49,Clothing,Debit Card,Service,September
18-03-2025,Starbucks,3438.95,Food,Net Banking,Service,March
16-11-2025,Sony,1074.36,Electronics,Cash,Service,November
02-09-2025,Amazon Prime,3433.26,Entertainment,Cash,Subscription,September
20-07-2025,Nike,3438.06,Clothing,Debit Card,Restaurant,July
09-02-2025,Starbucks,1242.92,Food,Net Banking,Online Store,February
14-04-2025,Walmart,3819.78,Grocery,Credit Card,Subscription,April
05-11-2025,Disney+,1932.5,Entertainment,UPI,Online Store,November
17-04-2025,Amazon Prime,3520.86,Entertainment,Cash,Subscription,April
23-03-2025,RedBus,1730.15,Transport,Cash,Online Store,March
02-05-2025,Uber,443.82,Transport,Cash,Subscription,May
21-07-2025,Apple,1869.81,Electronics,Cash,Retail,July
26-10-2025,HP,3458.69,Electronics,Credit Card,Service,October
01-09-2025,Sony,3942.84,Electronics,Cash,Online Store,September
03-09-2025,H&M,63.54,Clothing,Net Banking,Restaurant,September
07-04-2025,Lyft,4747.6,Transport,Debit Card,Subscription,April
28-04-2025,Dominos,3712.57,Food,Cash,Online Store,April
31-01-2025,Subway,3352.5,Food,UPI,Restaurant,January
18-02-2025,Subway,1387.28,Food,Net Banking,Restaurant,February
10-12-2025,Disney+,4745.34,Entertainment,Net Banking,Retail,December
04-09-2025,Netflix,3554.52,Entertainment,Credit Card,Subscription,September
14-01-2025,Starbucks,3181.37,Food,Net Banking,Subscription,January
10-01-2025,YouTube Premium,2479.91,Entertainment,Debit Card,Online Store,January
04-06-2025,Walmart,1306.15,Grocery,Net Banking,Service,June
09-03-2025,Disney+,2539.39,Entertainment,Debit Card,Restaurant,March
15-01-2025,Dominos,3617.04,Food,Cash,Restaurant,January
24-03-2025,Subway,4283.83,Food,Cash,Subscription,March
21-11-2025,Subway,3988.58,Food,Net Banking,Restaurant,November
10-01-2025,Ola,2863.38,Transport,Credit Card,Restaurant,January
08-04-2025,RedBus,1593.6,Transport,Credit Card,Online Store,April
07-12-2025,Target,2001.65,Grocery,Debit Card,Subscription,December
29-11-2025,Samsung,948.14,Electronics,Debit Card,Online Store,November
20-08-2025,Ola,3103.96,Transport,Credit Card,Online Store,August
23-10-2025,Sony,2107.63,Electronics,Debit Card,Restaurant,October
16-12-2025,Subway,4005.35,Food,Debit Card,Online Store,December
25-02-2025,Lyft,2895.28,Transport,UPI,Service,February
17-03-2025,Walmart,3550.81,Grocery,Credit Card,Service,March
01-06-2025,H&M,4364.73,Clothing,Net Banking,Service,June
05-03-2025,Apple,1223.27,Electronics,UPI,Online Store,March
24-06-2025,H&M,801.53,Clothing,UPI,Online Store,June
21-05-2025,Lyft,3790.02,Transport,Cash,Subscription,May
14-08-2025,Spotify,2033.56,Entertainment,Credit Card,Online Store,August
13-01-2025,Lyft,145.97,Transport,Debit Card,Restaurant,January
01-10-2025,Walmart,4941.64,Grocery,Credit Card,Subscription,October
28-08-2025,HP,2234.16,Electronics,UPI,Service,August
01-02-2025,Spotify,544.23,Entertainment,Debit Card,Service,February
24-07-2025,Ola,3299.57,Transport,Cash,Restaurant,July
29-12-2025,Apple,3336.82,Electronics,Debit Card,Service,December
18-01-2025,HP,1446.45,Electronics,Net Banking,Restaurant,January
30-01-2025,Dell,4583.1,Electronics,Credit Card,Online Store,January
16-05-2025,BigBazaar,4965.3,Grocery,Debit Card,Restaurant,May
19-05-2025,HP,1782.57,Electronics,UPI,Online Store,May
07-03-2025,Dominos,215.31,Food,Credit Card,Restaurant,March
10-05-2025,BigBazaar,1230.71,Grocery,Credit Card,Service,May
14-11-2025,Disney+,3654.25,Entertainment,Credit Card,Online Store,November
06-06-2025,Nike,1508.05,Clothing,Credit Card,Online Store,June
20-08-2025,Levis,836.93,Clothing,Credit Card,Subscription,August
17-06-2025,KFC,1342,Food,Cash,Online Store,June
14-01-2025,HP,4701.41,Electronics,UPI,Service,January
28-05-2025,Sony,2060.15,Electronics,UPI,Online Store,May
20-04-2025,Dell,3544.94,Electronics,Debit Card,Service,April
20-11-2025,RedBus,4082.93,Transport,Credit Card,Subscription,November
28-10-2025,Walmart,1434.01,Grocery,Net Banking,Retail,October
12-01-2025,Subway,4141.89,Food,Credit Card,Restaurant,January
31-03-2025,YouTube Premium,3935.19,Entertainment,Credit Card,Retail,March
08-11-2025,Ola,1752.69,Transport,Debit Card,Service,November
16-12-2025,Sony,4163.18,Electronics,Cash,Retail,December
25-12-2025,Dominos,1377.9,Food,Debit Card,Service,December
04-01-2025,Subway,358.67,Food,UPI,Retail,January
20-06-2025,Sony,4706.81,Electronics,Debit Card,Online Store,June
30-10-2025,Nike,2960.05,Clothing,Credit Card,Retail,October
13-08-2025,Amazon Prime,1318.84,Entertainment,Debit Card,Online Store,August
30-08-2025,Nike,4711.72,Clothing,Credit Card,Restaurant,August
28-05-2025,YouTube Premium,268.28,Entertainment,UPI,Subscription,May
10-06-2025,Disney+,1659.03,Entertainment,Cash,Subscription,June
15-03-2025,Spotify,2579.39,Entertainment,Credit Card,Service,March
31-10-2025,McDonalds,1598.09,Food,Credit Card,Service,October
12-11-2025,RedBus,4082.13,Transport,Credit Card,Subscription,November
27-04-2025,H&M,4459.83,Clothing,Credit Card,Service,April
24-02-2025,Samsung,4826.92,Electronics,Cash,Subscription,February
19-04-2025,Lyft,140.41,Transport,Debit Card,Retail,April
19-12-2025,Starbucks,2234.78,Food,Cash,Retail,December
22-03-2025,Netflix,1056.3,Entertainment,Debit Card,Service,March
03-03-2025,Nike,2706.97,Clothing,Debit Card,Subscription,March
26-01-2025,Tesco,1729.35,Grocery,Credit Card,Service,January
14-05-2025,KFC,3674.94,Food,Credit Card,Service,May
28-11-2025,YouTube Premium,625.76,Entertainment,Credit Card,Online Store,November
15-11-2025,Dell,723.83,Electronics,Cash,Online Store,November
05-04-2025,RedBus,4365.46,Transport,Debit Card,Retail,April
10-03-2025,Subway,3090.22,Food,Net Banking,Service,March
20-06-2025,H&M,1668.55,Clothing,Net Banking,Restaurant,June
14-09-2025,Lyft,3144.06,Transport,UPI,Restaurant,September
19-08-2025,Levis,1537.89,Clothing,Credit Card,Service,August
12-01-2025,Target,3689.6,Grocery,UPI,Subscription,January
08-05-2025,Subway,4131.54,Food,Net Banking,Restaurant,May
27-09-2025,Amazon Prime,348.95,Entertainment,Net Banking,Retail,September
01-05-2025,KFC,2740.73,Food,Credit Card,Subscription,May
06-04-2025,Adidas,1093.89,Clothing,Cash,Online Store,April
07-08-2025,Subway,3185.83,Food,Cash,Online Store,August
07-02-2025,Ola,4202.66,Transport,Debit Card,Subscription,February
04-11-2025,YouTube Premium,3384.08,Entertainment,UPI,Restaurant,November
19-06-2025,Tesco,2266.43,Grocery,Debit Card,Service,June
24-07-2025,Walmart,508.14,Grocery,Debit Card,Restaurant,July
06-04-2025,Netflix,3904.42,Entertainment,Cash,Retail,April
17-09-2025,McDonalds,3193.69,Food,Debit Card,Service,September
15-05-2025,Starbucks,1502.69,Food,UPI,Retail,May
18-11-2025,Netflix,2920.49,Entertainment,Credit Card,Retail,November
07-05-2025,Nike,669.21,Clothing,UPI,Restaurant,May
19-04-2025,Costco,2498.8,Grocery,Debit Card,Service,April
13-03-2025,Levis,4921.12,Clothing,Credit Card,Online Store,March
31-10-2025,YouTube Premium,3342.09,Entertainment,UPI,Online Store,October
16-12-2025,RedBus,3219.24,Transport,Debit Card,Online Store,December
10-07-2025,Metro,2132.88,Transport,Net Banking,Retail,July
20-06-2025,Subway,301.31,Food,UPI,Online Store,June
27-03-2025,Ola,4656.75,Transport,UPI,Online Store,March
11-06-2025,Samsung,1201.72,Electronics,Debit Card,Restaurant,June
12-11-2025,Apple,943.74,Electronics,Cash,Subscription,November
18-05-2025,Zara,1550.68,Clothing,Debit Card,Service,May
03-11-2025,Dell,4646.21,Electronics,Credit Card,Restaurant,November
07-04-2025,McDonalds,2442.06,Food,UPI,Online Store,April
26-03-2025,HP,619.2,Electronics,Net Banking,Retail,March
14-10-2025,Tesco,1981.04,Grocery,Cash,Subscription,October
14-01-2025,H&M,3186.77,Clothing,UPI,Subscription,January
27-10-2025,Ola,4455.53,Transport,Cash,Online Store,October
10-03-2025,Tesco,4466.48,Grocery,UPI,Restaurant,March
01-11-2025,BigBazaar,4150.09,Grocery,UPI,Retail,November
21-09-2025,Tesco,4010.54,Grocery,Debit Card,Subscription,September
13-07-2025,YouTube Premium,794.21,Entertainment,Debit Card,Subscription,July
19-06-2025,Tesco,2888.46,Grocery,Net Banking,Service,June
24-12-2025,Dell,4540.87,Electronics,Net Banking,Retail,December
17-11-2025,Costco,454.64,Grocery,Credit Card,Subscription,November
08-04-2025,Samsung,4076.91,Electronics,UPI,Restaurant,April
15-04-2025,Dell,1849.09,Electronics,Net Banking,Restaurant,April
19-12-2025,Ola,4748.35,Transport,Net Banking,Restaurant,December
20-11-2025,Lyft,2890.79,Transport,Net Banking,Online Store,November
03-08-2025,Subway,3301.75,Food,Credit Card,Retail,August
20-01-2025,Adidas,1317.91,Clothing,Credit Card,Service,January
03-11-2025,Dominos,4865.62,Food,Credit Card,Subscription,November
09-02-2025,Subway,3514.97,Food,Credit Card,Retail,February
01-04-2025,Apple,348.91,Electronics,Debit Card,Restaurant,April
05-10-2025,Levis,737.86,Clothing,Net Banking,Subscription,October
23-05-2025,Dominos,2523.13,Food,UPI,Subscription,May
05-01-2025,McDonalds,156.95,Food,Credit Card,Restaurant,January
08-11-2025,Ola,1992.26,Transport,Debit Card,Restaurant,November
03-09-2025,Starbucks,2077.22,Food,Credit Card,Online Store,September
26-12-2025,H&M,4049.73,Clothing,UPI,Service,December
11-10-2025,H&M,4045.12,Clothing,Debit Card,Retail,October
20-06-2025,Starbucks,2109.98,Food,Credit Card,Online Store,June
31-03-2025,Netflix,1485.32,Entertainment,Debit Card,Online Store,March
09-01-2025,RedBus,1261.1,Transport,Credit Card,Retail,January
23-07-2025,Levis,2710.28,Clothing,Debit Card,Online Store,July
20-05-2025,Amazon Prime,797.99,Entertainment,Net Banking,Online Store,May
25-08-2025,Netflix,1761.56,Entertainment,Net Banking,Subscription,August
18-05-2025,RedBus,1746.07,Transport,Net Banking,Restaurant,May
05-09-2025,Uber,3630.18,Transport,Net Banking,Retail,September
07-09-2025,H&M,2394.74,Clothing,Net Banking,Service,September
05-12-2025,Dominos,4186.02,Food,Cash,Retail,December
02-04-2025,Dominos,2542.9,Food,Debit Card,Online Store,April
01-03-2025,Tesco,4146.73,Grocery,Debit Card,Subscription,March
05-09-2025,Apple,3739.99,Electronics,Credit Card,Restaurant,September
13-01-2025,Tesco,1024.07,Grocery,Debit Card,Retail,January
18-08-2025,McDonalds,1989.95,Food,Debit Card,Retail,August
24-01-2025,Subway,484.28,Food,UPI,Retail,January
16-03-2025,Disney+,4751.57,Entertainment,Net Banking,Subscription,March
09-09-2025,Disney+,1691.14,Entertainment,Debit Card,Retail,September
09-11-2025,Samsung,3239.86,Electronics,Credit Card,Retail,November
06-01-2025,BigBazaar,4527.11,Grocery,UPI,Online Store,January
08-09-2025,Apple,3791.5,Electronics,Credit Card,Retail,September
21-07-2025,Spotify,4693.75,Entertainment,Debit Card,Service,July
26-07-2025,Amazon Prime,2414.21,Entertainment,UPI,Service,July
01-12-2025,Walmart,3563.1,Grocery,Cash,Subscription,December
15-01-2025,BigBazaar,4999.87,Grocery,Credit Card,Retail,January
14-11-2025,YouTube Premium,4657.98,Entertainment,Credit Card,Retail,November
20-06-2025,Subway,3077.11,Food,Cash,Online Store,June
20-08-2025,Subway,687,Food,Net Banking,Online Store,August
01-05-2025,Spotify,3711.94,Entertainment,Cash,Service,May
27-01-2025,Dominos,1991.97,Food,UPI,Online Store,January
13-03-2025,HP,1270.82,Electronics,Net Banking,Online Store,March
24-08-2025,Zara,163.91,Clothing,UPI,Service,August
22-05-2025,HP,374.82,Electronics,Net Banking,Subscription,May
04-05-2025,Spotify,2168.19,Entertainment,Debit Card,Restaurant,May
14-01-2025,Metro,3144.72,Transport,UPI,Subscription,January
28-11-2025,HP,3744.9,Electronics,Cash,Subscription,November
24-09-2025,Apple,619.53,Electronics,Net Banking,Subscription,September
02-01-2025,Zara,1881.96,Clothing,Cash,Restaurant,January
12-02-2025,Dominos,2545.43,Food,Cash,Online Store,February
05-04-2025,Dell,1585.65,Electronics,Cash,Subscription,April
03-11-2025,Spotify,3521.02,Entertainment,Net Banking,Retail,November
08-08-2025,RedBus,4723.46,Transport,Cash,Online Store,August
18-07-2025,Walmart,3104.12,Grocery,UPI,Retail,July
13-10-2025,Adidas,3153.69,Clothing,UPI,Online Store,October
25-08-2025,Ola,4773.29,Transport,Debit Card,Online Store,August
16-02-2025,Tesco,137.3,Grocery,UPI,Retail,February
15-04-2025,Uber,2607.84,Transport,Credit Card,Restaurant,April
05-05-2025,Lyft,3977.82,Transport,UPI,Service,May
20-09-2025,Disney+,640.77,Entertainment,Cash,Online Store,September
29-05-2025,BigBazaar,3556.81,Grocery,UPI,Retail,May
01-07-2025,HP,2130.4,Electronics,UPI,Retail,July
26-01-2025,Levis,641.41,Clothing,Net Banking,Restaurant,January
14-08-2025,BigBazaar,3838.12,Grocery,Credit Card,Service,August
07-06-2025,Uber,572.39,Transport,Credit Card,Online Store,June
12-03-2025,H&M,1159.92,Clothing,Cash,Retail,March
15-05-2025,Dominos,3980.96,Food,Cash,Service,May
13-09-2025,Subway,1730.43,Food,Cash,Subscription,September
28-02-2025,BigBazaar,2522.03,Grocery,Credit Card,Restaurant,February
15-03-2025,Dell,3780.02,Electronics,UPI,Online Store,March
30-07-2025,Apple,4201.11,Electronics,Cash,Retail,July
17-09-2025,Dell,1674.92,Electronics,Cash,Subscription,September
14-03-2025,HP,467.08,Electronics,Net Banking,Subscription,March
09-11-2025,Target,385.18,Grocery,UPI,Restaurant,November
12-09-2025,HP,4373.14,Electronics,Cash,Online Store,September
19-01-2025,Metro,4239.97,Transport,Credit Card,Online Store,January
28-06-2025,Lyft,3987.52,Transport,UPI,Subscription,June
02-06-2025,Ola,779.95,Transport,Debit Card,Subscription,June
30-09-2025,Walmart,3612.56,Grocery,UPI,Service,September
17-01-2025,Netflix,2766.21,Entertainment,Cash,Retail,January
05-11-2025,BigBazaar,4329.42,Grocery,Cash,Restaurant,November
02-01-2025,Starbucks,1279.9,Food,Net Banking,Online Store,January
05-09-2025,H&M,3898.26,Clothing,UPI,Subscription,September
20-11-2025,Tesco,115.35,Grocery,UPI,Service,November
01-06-2025,Zara,3402.46,Clothing,Credit Card,Retail,June
01-12-2025,Lyft,4963.8,Transport,Net Banking,Retail,December
11-10-2025,BigBazaar,4674.04,Grocery,Cash,Restaurant,October
20-07-2025,Dell,1871.43,Electronics,Credit Card,Online Store,July
28-08-2025,Adidas,2532.52,Clothing,Credit Card,Subscription,August
27-05-2025,Amazon Prime,1253.63,Entertainment,UPI,Online Store,May
16-01-2025,Apple,3665.29,Electronics,Net Banking,Restaurant,January
10-12-2025,Tesco,858.21,Grocery,UPI,Retail,December
